,first_word,first_POS,first_animacy,first_gender,first_number,first_case,second_word,second_POS,second_person,second_case,second_number,dist,label
1869,решения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,16,0
1870,проблемы,NOUN,inan,femn,plur,nomn,их,NPRO,3per,accs,plur,14,0
1871,время,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,9,0
1872,исследование,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,8,0
1873,влиянии,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,6,0
1874,свойств,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,4,0
1875,качество,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,1,0
1876,приготовления,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,1,0
1877,методика,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,6,0
1878,выбора,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,7,0
1879,типа,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,8,0
1880,целях,NOUN,inan,femn,plur,loct,его,NPRO,3per,accs,sing,27,0
1881,решения,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,26,0
1882,проблемы,NOUN,inan,femn,plur,nomn,его,NPRO,3per,accs,sing,24,0
1883,время,NOUN,inan,neut,sing,accs,его,NPRO,3per,accs,sing,19,0
1884,исследование,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,18,0
1885,влиянии,NOUN,inan,neut,sing,loct,его,NPRO,3per,accs,sing,16,0
1886,свойств,NOUN,inan,neut,plur,gent,его,NPRO,3per,accs,sing,14,0
1887,качество,NOUN,inan,neut,sing,accs,его,NPRO,3per,accs,sing,11,0
1888,приготовления,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,6,0
1889,методика,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,4,0
1890,выбора,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,3,0
1891,типа,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,2,0
1892,параметров,NOUN,inan,masc,plur,gent,его,NPRO,3per,accs,sing,4,0
1893,приготовления,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,6,0
1894,совершенствовании,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,32,0
1895,раз,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,24,0
1896,роль,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,18,0
1897,процесс,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,14,0
1898,смешивания,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,13,0
1899,компонентов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,12,0
1900,смеси,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,1,0
1901,получение,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,9,0
1902,совершенствовании,NOUN,inan,neut,sing,loct,они,NPRO,3per,nomn,plur,45,0
1903,раз,NOUN,inan,masc,plur,gent,они,NPRO,3per,nomn,plur,37,0
1904,роль,NOUN,inan,femn,sing,accs,они,NPRO,3per,nomn,plur,31,0
1905,процесс,NOUN,inan,masc,sing,nomn,они,NPRO,3per,nomn,plur,27,0
1906,смешивания,NOUN,inan,neut,sing,gent,они,NPRO,3per,nomn,plur,26,0
1907,компонентов,NOUN,inan,masc,plur,gent,они,NPRO,3per,nomn,plur,25,0
1908,смеси,NOUN,inan,femn,sing,gent,они,NPRO,3per,nomn,plur,14,0
1909,получение,NOUN,inan,neut,sing,accs,они,NPRO,3per,nomn,plur,22,0
1910,лет,NOUN,inan,masc,plur,gent,они,NPRO,3per,nomn,plur,2,0
1911,кризиса,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,22,0
1912,года,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,20,0
1913,долю,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,18,0
1914,продукции,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,16,0
1915,стране,NOUN,inan,femn,sing,loct,его,NPRO,3per,accs,sing,13,0
1916,дефолта,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,7,0
1917,объем,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,5,0
1918,Клиентам,NOUN,anim,masc,plur,datv,они,NPRO,3per,nomn,plur,9,0
1919,работе,NOUN,inan,femn,sing,loct,она,NPRO,3per,nomn,sing,10,0
1920,руководство,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,12,0
1921,духе,NOUN,inan,masc,sing,loct,его,NPRO,3per,accs,sing,9,0
1922,время,NOUN,inan,neut,sing,accs,ее,NPRO,3per,accs,sing,1,0
1923,основном,NOUN,inan,neut,sing,loct,они,NPRO,3per,nomn,plur,9,0
1924,высказывании,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,11,0
1925,недостатках,NOUN,inan,masc,plur,loct,их,NPRO,3per,accs,plur,7,0
1926,позиции,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,1,0
1927,задачи,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,2,0
1928,получения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,4,0
1929,недостаток,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,29,0
1930,протекание,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,26,0
1931,процессов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,24,0
1932,уровне,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,22,0
1933,результате,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,19,0
1934,формирования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,16,0
1935,изделий,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,15,0
1936,концентраторы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,6,0
1937,напряжений,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,5,0
1938,опыт,NOUN,inan,masc,sing,nomn,их,NPRO,3per,accs,plur,19,0
1939,эксплуатации,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,18,0
1940,оборудования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,16,0
1941,причин,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,11,0
1942,снижения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,10,0
1943,показателей,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,8,0
1944,срока,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,1,0
1945,службы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,1,0
1946,состав,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,4,0
1947,эффектов,NOUN,inan,masc,plur,gent,она,NPRO,3per,nomn,sing,11,0
1948,вязкость,NOUN,inan,femn,sing,nomn,она,NPRO,3per,nomn,sing,3,0
1949,интенсификацию,NOUN,inan,femn,sing,accs,она,NPRO,3per,nomn,sing,8,0
1950,процессов,NOUN,inan,masc,plur,gent,она,NPRO,3per,nomn,sing,10,0
1951,возможности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,32,0
1952,совершенствованию,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,30,0
1953,техники,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,28,0
1954,разработке,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,23,0
1955,смесителей,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,20,0
1956,ориентации,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,18,0
1957,параметров,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,15,0
1958,приготовление,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,13,0
1959,смесей,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,12,0
1960,использовании,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,6,0
1961,смешивания,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,4,0
1962,пределах,NOUN,inan,masc,plur,loct,их,NPRO,3per,accs,plur,2,0
1963,скоростей,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,1,0
1964,Влага,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,7,0
1965,Контроль,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,9,0
1966,влажности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,8,0
1967,условие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,2,0
1968,повышения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,1,0
1969,десятилетие,NOUN,inan,neut,sing,accs,они,NPRO,3per,nomn,plur,9,0
1970,внимание,NOUN,inan,neut,sing,accs,они,NPRO,3per,nomn,plur,8,0
1971,исследователей,NOUN,anim,masc,plur,gent,они,NPRO,3per,nomn,plur,7,0
1972,свай,NOUN,inan,femn,plur,gent,они,NPRO,3per,nomn,plur,3,0
1973,длине,NOUN,inan,femn,sing,datv,они,NPRO,3per,nomn,plur,6,0
1974,сечения,NOUN,inan,neut,sing,gent,они,NPRO,3per,nomn,plur,7,0
1975,сопротивление,NOUN,inan,neut,sing,accs,они,NPRO,3per,nomn,plur,20,0
1976,качестве,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,10,0
1977,фундаментов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,8,0
1978,точки,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,2,0
1979,зрения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,1,0
1980,работы,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,1,0
1981,нагрузку,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,4,0
1982,силу,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,6,0
1983,сечения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,9,0
1984,части,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,11,0
1985,колонны,NOUN,inan,femn,sing,gent,них,NPRO,3per,gent,plur,12,0
1986,зданий,NOUN,inan,neut,plur,gent,них,NPRO,3per,gent,plur,10,0
1987,сооружений,NOUN,inan,neut,plur,gent,них,NPRO,3per,gent,plur,8,0
1988,условиях,NOUN,inan,neut,plur,loct,них,NPRO,3per,gent,plur,4,0
1989,действия,NOUN,inan,neut,sing,gent,них,NPRO,3per,gent,plur,2,0
1990,задача,NOUN,inan,femn,sing,nomn,них,NPRO,3per,gent,plur,9,0
1991,исследования,NOUN,inan,neut,sing,gent,них,NPRO,3per,gent,plur,10,0
1992,работы,NOUN,inan,femn,sing,gent,них,NPRO,3per,gent,plur,11,0
1993,свай,NOUN,inan,femn,plur,gent,них,NPRO,3per,gent,plur,13,0
1994,жесткость,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,14,0
1995,закономерность,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,9,0
1996,изменения,NOUN,inan,neut,plur,nomn,ее,NPRO,3per,accs,sing,8,0
1997,перемещения,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,5,0
1998,грунте,NOUN,inan,masc,sing,loct,ее,NPRO,3per,accs,sing,3,0
1999,глубине,NOUN,inan,femn,sing,loct,ее,NPRO,3per,accs,sing,1,0
2000,вид,NOUN,inan,masc,sing,nomn,ее,NPRO,3per,accs,sing,1,0
2001,соответствии,NOUN,inan,neut,sing,loct,ее,NPRO,3per,accs,sing,13,0
2002,моделью,NOUN,inan,femn,sing,ablt,ее,NPRO,3per,accs,sing,11,0
2003,деформаций,NOUN,inan,femn,plur,gent,ее,NPRO,3per,accs,sing,9,0
2004,сопротивление,NOUN,inan,neut,sing,accs,ее,NPRO,3per,accs,sing,8,0
2005,грунта,NOUN,inan,masc,sing,gent,ее,NPRO,3per,accs,sing,7,0
2006,части,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,3,0
2007,сваи,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,2,0
2008,перемещению,NOUN,inan,neut,sing,datv,ее,NPRO,3per,accs,sing,1,0
2009,иг,NOUN,inan,neut,plur,gent,ее,NPRO,3per,accs,sing,2,0
2010,коэффициенту,NOUN,inan,masc,sing,datv,ее,NPRO,3per,accs,sing,4,0
2011,постели,NOUN,inan,femn,sing,loct,ее,NPRO,3per,accs,sing,5,0
2012,свая,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,7,0
2013,уровне,NOUN,inan,masc,sing,loct,ее,NPRO,3per,accs,sing,1,0
2014,реакция,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,4,0
2015,свая,NOUN,inan,femn,sing,nomn,нее,NPRO,3per,gent,sing,17,0
2016,уровне,NOUN,inan,masc,sing,loct,нее,NPRO,3per,gent,sing,10,0
2017,реакция,NOUN,inan,femn,sing,nomn,нее,NPRO,3per,gent,sing,5,0
2018,действия,NOUN,inan,neut,sing,gent,нее,NPRO,3per,gent,sing,2,0
2019,нагрузок,NOUN,inan,femn,plur,gent,нее,NPRO,3per,gent,sing,1,0
2020,характеристика,NOUN,inan,femn,sing,nomn,нее,NPRO,3per,gent,sing,4,0
2021,момент,NOUN,inan,masc,sing,accs,ее,NPRO,3per,accs,sing,11,0
2022,Мс,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,10,0
2023,силу,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,7,0
2024,месте,NOUN,inan,neut,sing,loct,ее,NPRO,3per,accs,sing,1,0
2025,сопряжения,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,1,0
2026,момент,NOUN,inan,masc,sing,accs,ее,NPRO,3per,accs,sing,19,0
2027,Мс,NOUN,inan,femn,sing,nomn,ее,NPRO,3per,accs,sing,18,0
2028,силу,NOUN,inan,femn,sing,accs,ее,NPRO,3per,accs,sing,15,0
2029,части,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,10,0
2030,месте,NOUN,inan,neut,sing,loct,ее,NPRO,3per,accs,sing,7,0
2031,сопряжения,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,5,0
2032,реакции,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,1,0
2033,перемещении,NOUN,inan,neut,sing,loct,ее,NPRO,3per,accs,sing,4,0
2034,сваи,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,6,0
2035,угле,NOUN,inan,masc,sing,loct,ее,NPRO,3per,accs,sing,9,0
2036,поворота,NOUN,inan,masc,sing,gent,ее,NPRO,3per,accs,sing,10,0
2037,уровне,NOUN,inan,masc,sing,loct,ее,NPRO,3per,accs,sing,13,0
2038,поверхности,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,14,0
2039,интегрирования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,19,0
2040,выражений,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,18,0
2041,суммирования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,16,0
2042,длине,NOUN,inan,femn,sing,datv,их,NPRO,3per,accs,plur,13,0
2043,части,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,11,0
2044,сваи,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,10,0
2045,сечение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,4,0
2046,подстановки,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,1,0
2047,условия,NOUN,inan,neut,plur,accs,их,NPRO,3per,accs,plur,6,0
2048,выражения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,7,0
2049,г,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,10,0
2050,интегрирования,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,46,0
2051,выражений,NOUN,inan,neut,plur,gent,ее,NPRO,3per,accs,sing,45,0
2052,суммирования,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,43,0
2053,длине,NOUN,inan,femn,sing,datv,ее,NPRO,3per,accs,sing,40,0
2054,части,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,38,0
2055,сваи,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,37,0
2056,сечение,NOUN,inan,neut,sing,nomn,ее,NPRO,3per,accs,sing,31,0
2057,подстановки,NOUN,inan,femn,sing,gent,ее,NPRO,3per,accs,sing,28,0
2058,условия,NOUN,inan,neut,plur,accs,ее,NPRO,3per,accs,sing,21,0
2059,выражения,NOUN,inan,neut,sing,gent,ее,NPRO,3per,accs,sing,20,0
2060,г,NOUN,inan,masc,sing,gent,ее,NPRO,3per,accs,sing,17,0
2061,преобразований,NOUN,inan,neut,plur,gent,ее,NPRO,3per,accs,sing,1,0
2062,композиты,NOUN,inan,masc,plur,accs,их,NPRO,3per,accs,plur,13,0
2063,основе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,11,0
2064,материалами,NOUN,inan,masc,plur,ablt,их,NPRO,3per,accs,plur,6,0
2065,отраслей,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,3,0
2066,долговечности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,3,0
2067,сравнению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,19,0
2068,удобством,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,7,0
2069,отсутствием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,3,0
2070,затрат,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,2,0
2071,содержание,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,1,0
2072,замену,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,3,0
2073,эксплуатации,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,5,0
2074,материалов,NOUN,inan,masc,plur,gent,они,NPRO,3per,nomn,plur,12,0
2075,стойкостью,NOUN,inan,femn,sing,ablt,они,NPRO,3per,nomn,plur,3,0
2076,газопроницаемостью,NOUN,inan,femn,sing,ablt,они,NPRO,3per,nomn,plur,0,0
2077,интервалом,NOUN,inan,masc,sing,ablt,они,NPRO,3per,nomn,plur,4,0
2078,сред,NOUN,inan,femn,plur,gent,они,NPRO,3per,nomn,plur,6,0
2079,практика,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,13,0
2080,применения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,12,0
2081,свойства,NOUN,inan,neut,plur,accs,их,NPRO,3per,accs,plur,7,0
2082,случаях,NOUN,inan,masc,plur,loct,их,NPRO,3per,accs,plur,4,0
2083,воздействии,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,1,0
2084,сред,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,1,0
2085,решения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,20,0
2086,проблемы,NOUN,inan,femn,plur,nomn,их,NPRO,3per,accs,plur,18,0
2087,возможность,NOUN,inan,femn,sing,accs,их,NPRO,3per,accs,plur,15,0
2088,усиления,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,14,0
2089,слоев,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,12,0
2090,пропитки,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,6,0
2091,диффузантах,NOUN,anim,masc,plur,loct,их,NPRO,3per,accs,plur,3,0
2092,процессе,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,21,0
2093,получения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,20,0
2094,эксплуатации,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,18,0
2095,материалы,NOUN,inan,masc,plur,nomn,их,NPRO,3per,accs,plur,17,0
2096,воздействию,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,13,0
2097,факторов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,11,0
2098,воздействие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,4,0
2099,степени,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,7,0
2100,выборе,NOUN,inan,masc,sing,loct,его,NPRO,3per,accs,sing,5,0
2101,типа,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,4,0
2102,фактором,NOUN,inan,masc,sing,ablt,его,NPRO,3per,accs,sing,1,0
2103,эффективности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,1,0
2104,миграция,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,4,0
2105,материала,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,6,0
2106,время,NOUN,inan,neut,sing,accs,его,NPRO,3per,accs,sing,8,0
2107,взгляд,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,26,0
2108,результате,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,14,0
2109,диффузии,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,12,0
2110,композиты,NOUN,inan,masc,plur,accs,их,NPRO,3per,accs,plur,9,0
2111,отверждения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,6,0
2112,образование,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,4,0
2113,структур,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,2,0
2114,(типа,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,1,0
2115,сеток,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,1,0
2116,друг,NOUN,anim,masc,sing,nomn,их,NPRO,3per,accs,plur,12,0
2117,использования,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,30,0
2118,качестве,NOUN,inan,neut,sing,loct,их,NPRO,3per,accs,plur,28,0
2119,интерес,NOUN,inan,masc,sing,accs,их,NPRO,3per,accs,plur,25,0
2120,виду,NOUN,inan,masc,sing,loc2,их,NPRO,3per,accs,plur,21,0
2121,способности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,18,0
2122,полярности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,16,0
2123,свойств,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,9,0
2124,стойкости,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,7,0
2125,износу,NOUN,inan,masc,sing,datv,их,NPRO,3per,accs,plur,4,0
2126,основе,NOUN,inan,femn,sing,loct,их,NPRO,3per,accs,plur,1,0
2127,трубах,NOUN,inan,femn,plur,loct,она,NPRO,3per,nomn,sing,14,0
2128,сравнению,NOUN,inan,neut,sing,datv,она,NPRO,3per,nomn,sing,3,0
2129,стекловолокном,NOUN,inan,neut,sing,ablt,она,NPRO,3per,nomn,sing,1,0
2130,трубах,NOUN,inan,femn,plur,loct,их,NPRO,3per,accs,plur,25,0
2131,сравнению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,14,0
2132,стекловолокном,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,12,0
2133,изменению,NOUN,inan,neut,sing,datv,их,NPRO,3per,accs,plur,3,0
2134,свойств,NOUN,inan,neut,plur,gent,их,NPRO,3per,accs,plur,2,0
2135,образец,NOUN,inan,masc,sing,nomn,его,NPRO,3per,accs,sing,9,0
2136,снижением,NOUN,inan,neut,sing,ablt,его,NPRO,3per,accs,sing,6,0
2137,микротвердости,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,5,0
2138,центра,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,3,0
2139,Отверждение,NOUN,inan,neut,sing,nomn,его,NPRO,3per,accs,sing,20,0
2140,олигомера,NOUN,inan,masc,sing,gent,его,NPRO,3per,accs,sing,18,0
2141,влагой,NOUN,inan,femn,sing,ablt,его,NPRO,3per,accs,sing,16,0
2142,(ввиду,NOUN,inan,masc,sing,gen2,его,NPRO,3per,accs,sing,14,0
2143,способности,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,10,0
2144,отношению,NOUN,inan,neut,sing,datv,его,NPRO,3per,accs,sing,8,0
2145,образованием,NOUN,inan,neut,sing,ablt,его,NPRO,3per,accs,sing,3,0
2146,цепей,NOUN,inan,femn,plur,gent,его,NPRO,3per,accs,sing,2,0
2147,биуретовыми,NOUN,anim,,plur,ablt,его,NPRO,3per,accs,sing,5,0
2148,группами,NOUN,inan,femn,plur,ablt,его,NPRO,3per,accs,sing,8,0
2149,Упрочнение,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,23,0
2150,поверхности,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,22,0
2151,условиях,NOUN,inan,neut,plur,loct,их,NPRO,3per,accs,plur,19,0
2152,дефектов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,12,0
2153,результате,NOUN,inan,masc,sing,loct,их,NPRO,3per,accs,plur,8,0
2154,заполнения,NOUN,inan,neut,sing,gent,их,NPRO,3per,accs,plur,7,0
2155,олигомером,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,5,0
2156,образованием,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,3,0
2157,структур,NOUN,inan,femn,plur,gent,их,NPRO,3per,accs,plur,4,0
2158,структурами,NOUN,inan,femn,plur,ablt,их,NPRO,3per,accs,plur,4,0
2159,полимера,NOUN,inan,masc,sing,gent,их,NPRO,3per,accs,plur,6,0
2160,эффективность,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,8,0
2161,модификации,NOUN,inan,femn,sing,gent,его,NPRO,3per,accs,sing,6,0
2162,целью,NOUN,inan,femn,sing,ablt,его,NPRO,3per,accs,sing,2,0
2163,усиления,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,1,0
2164,годом,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,6,0
2165,разнообразие,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,4,0
2166,область,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,1,0
2167,база,NOUN,inan,femn,sing,nomn,их,NPRO,3per,accs,plur,9,0
2168,качество,NOUN,inan,neut,sing,accs,его,NPRO,3per,accs,sing,5,0
2169,эффективность,NOUN,inan,femn,sing,accs,его,NPRO,3per,accs,sing,1,0
2170,производства,NOUN,inan,neut,sing,gent,его,NPRO,3per,accs,sing,1,0
2171,конкурентоспособность,NOUN,inan,femn,sing,nomn,его,NPRO,3per,accs,sing,4,0
2172,рынке,NOUN,inan,masc,sing,loct,его,NPRO,3per,accs,sing,6,0
2173,технологии,NOUN,inan,femn,plur,nomn,его,NPRO,3per,accs,sing,7,0
2174,хранение,NOUN,inan,neut,sing,accs,их,NPRO,3per,accs,plur,28,0
2175,испытание,NOUN,inan,neut,sing,nomn,их,NPRO,3per,accs,plur,26,0
2176,образцов,NOUN,inan,masc,plur,gent,их,NPRO,3per,accs,plur,25,0
2177,смеси,NOUN,inan,femn,sing,gent,их,NPRO,3per,accs,plur,16,0
2178,размером,NOUN,inan,masc,sing,ablt,их,NPRO,3per,accs,plur,13,0
2179,уплотнением,NOUN,inan,neut,sing,ablt,их,NPRO,3per,accs,plur,10,0
2180,нагрузкой,NOUN,inan,femn,sing,ablt,их,NPRO,3per,accs,plur,8,0
